Title	Issue #	Box #	Publisher	Comments
Superior Spider-Man	28	4	Marvel	
Superior Spider-Man	29	4	Marvel	
Superior Spider-Man	30	4	Marvel	
Superior Spider-Man	31	4	Marvel	
Superior Spider-Man Annual 2014	1	4	Marvel	
Swamp Thing	12	1	DC	Rotworld
Swamp Thing	13	1	DC	Rotworld
Swamp Thing	14	1	DC	Rotworld
Swamp Thing	15	1	DC	Rotworld
Swamp Thing	16	1	DC	Rotworld
Swamp Thing	17	1	DC	Rotworld
Swamp Thing	18	1	DC	Rotworld
Switch	1		Top Cow	
Switch	2		Top Cow	
Switch	3		Top Cow	
Teen Titans	0	5	DC	
Teen Titans	1	5	DC	
Teen Titans	2	5	DC	
Teen Titans	3	5	DC	
Teen Titans	4	5	DC	
Teen Titans	5	5	DC	
Teen Titans	6	5	DC	
Teen Titans	7	5	DC	
Teen Titans	8	5	DC	
Teen Titans	9	5	DC	
Teen Titans	10	5	DC	
Teen Titans	11	5	DC	
Teen Titans	12	5	DC	
Teen Titans	13	5	DC	
Teen Titans	14	5	DC	
Teen Titans Annual	1	5	DC	
The Uncanny Inhumans	1		Marvel	
The Uncanny Inhumans	2		Marvel	
Tokyo Ghost	1		Image	
Tokyo Ghost	2		Image	
Tokyo Ghost	3		Image	
Tokyo Ghost	4		Image	
Tokyo Ghost	5		Image	
Transformers Robots in Disguise	0	5	IDW	FCBD 2015
Transformers Robots in Disguise	1	5	IDW	
Transformers Robots in Disguise	2	5	IDW	
Transformers Robots in Disguise	3	5	IDW	
Transformers Robots in Disguise	4	5	IDW	
Uncanny Avengers	1	5	Marvel	
Uncanny Avengers	2	5	Marvel	
Uncanny Avengers	3	5	Marvel	
Uncanny X-Men	1	5	Marvel	
Uncanny X-Men	2	5	Marvel	
Uncanny X-Men	3	5	Marvel	
Uncanny X-Men	4	5	Marvel	
Uncanny X-Men	5	5	Marvel	
Uncanny X-Men	6	5	Marvel	
Uncanny X-Men	7	5	Marvel	
Uncanny X-Men	8	5	Marvel	
Uncanny X-Men	9	5	Marvel	
Uncanny X-Men	10	5	Marvel	
Uncanny X-Men	11	5	Marvel	
Uncanny X-Men	12	5	Marvel	
Uncanny X-Men	13	5	Marvel	
Uncanny X-Men	14	5	Marvel	
Uncanny X-Men	15	5	Marvel	
Uncanny X-Men	16	5	Marvel	
Uncanny X-Men	17	5	Marvel	
Uncanny X-Men	18	5	Marvel	
Uncanny X-Men	19	5	Marvel	
Uncanny X-Men	20	5	Marvel	
Venom	6	4	Marvel	Spider-Island
We Stand on Guard	1	2	Image	unter Mini Series
We Stand on Guard	2	2	Image	
We Stand on Guard	3	2	Image	
We Stand on Guard	4	2	Image	
We Stand on Guard	5	2	Image	
We Stand on Guard	6	2	Image	
Wolverine and the X-Men (vol. 1)	1	2	Marvel	
Wolverine and the X-Men (vol. 1)	2	2	Marvel	
Wolverine and the X-Men (vol. 1)	3	2	Marvel	
Wolverine and the X-Men (vol. 1)	4	2	Marvel	
Wolverine and the X-Men (vol. 1)	5	2	Marvel	
Wolverine and the X-Men (vol. 1)	6	2	Marvel	
Wolverine and the X-Men (vol. 1)	7	2	Marvel	
Wolverine and the X-Men (vol. 1)	8	2	Marvel	
Wolverine and the X-Men (vol. 1)	9	2	Marvel	
Wolverine and the X-Men (vol. 1)	10	2	Marvel	
Wolverine and the X-Men (vol. 1)	11	2	Marvel	
Wolverine and the X-Men (vol. 1)	12	2	Marvel	
Wolverine and the X-Men (vol. 1)	13	2	Marvel	
Wolverine and the X-Men (vol. 1)	14	2	Marvel	
Wolverine and the X-Men (vol. 1)	15	2	Marvel	
Wolverine and the X-Men (vol. 1)	16	2	Marvel	
Wolverine and the X-Men (vol. 1)	17	2	Marvel	
Wolverine and the X-Men (vol. 1)	18	2	Marvel	
Wolverine and the X-Men (vol. 1)	19	2	Marvel	
Wolverine and the X-Men (vol. 1)	20	2	Marvel	
Wolverine and the X-Men (vol. 1)	21	2	Marvel	
Wolverine and the X-Men (vol. 1)	22	2	Marvel	
Wolverine and the X-Men (vol. 1)	23	2	Marvel	
Wolverine and the X-Men (vol. 1)	24	2	Marvel	
Wolverine and the X-Men (vol. 1)	25	2	Marvel	
Wolverine and the X-Men (vol. 1)	26	2	Marvel	
Wolverine and the X-Men (vol. 1)	27	2	Marvel	
Wolverine and the X-Men (vol. 1)	28	2	Marvel	
Wolverine and the X-Men (vol. 1)	29	2	Marvel	
Wolverine and the X-Men (vol. 1)	30	2	Marvel	
Wolverine and the X-Men (vol. 1)	31	2	Marvel	
Wolverine and the X-Men (vol. 1)	32	2	Marvel	
Wolverine and the X-Men (vol. 1)	33	2	Marvel	
Wolverine and the X-Men (vol. 1)	34	2	Marvel	
Wolverine and the X-Men (vol. 1)	35	2	Marvel	
Wolverine and the X-Men (vol. 1)	36	2	Marvel	Battle of the Atom
Wolverine and the X-Men (vol. 1)	37	2	Marvel	
Wolverine and the X-Men (vol. 1)	38	2	Marvel	
Wolverine and the X-Men (vol. 1)	39	2	Marvel	
Wolverine and the X-Men (vol. 1)	40	2	Marvel	
Wolverine and the X-Men (vol. 1)	41	2	Marvel	
Wolverine and the X-Men (vol. 1)	42	2	Marvel	
Wolverine and the X-Men (vol. 2)	1	2	Marvel	
Wolverine and the X-Men (vol. 2)	2	2	Marvel	
Wolverine and the X-Men (vol. 2)	3	2	Marvel	
Wolverine and the X-Men (vol. 2)	4	2	Marvel	
Wolverine and the X-Men (vol. 2)	5	2	Marvel	
Wolverine and the X-Men (vol. 2)	6	2	Marvel	
Wolverine and the X-Men (vol. 2)	7	2	Marvel	
Wolverine and the X-Men (vol. 2)	8	2	Marvel	
Wolverine and the X-Men (vol. 2)	9	2	Marvel	
Wolverine and the X-Men (vol. 2)	10	2	Marvel	
Wolverine and the X-Men (vol. 2)	11	2	Marvel	
Wolverine and the X-Men (vol. 2)	12	2	Marvel	
Wonder Woman	0	2	DC	
Wonder Woman	1	2	DC	
Wonder Woman	2	2	DC	
Wonder Woman	3	2	DC	
Wonder Woman	4	2	DC	
Wonder Woman	5	2	DC	
Wonder Woman	6	2	DC	
Wonder Woman	7	2	DC	
Wonder Woman	8	2	DC	
Wonder Woman	9	2	DC	
Wonder Woman	10	2	DC	
Wonder Woman	11	2	DC	
Wonder Woman	12	2	DC	
Wonder Woman	13	2	DC	
Wonder Woman	14	2	DC	
Wonder Woman	15	2	DC	
Wonder Woman	16	2	DC	
Wonder Woman	17	2	DC	
Wonder Woman	18	2	DC	
Wonder Woman	19	2	DC	
Wonder Woman	20	2	DC	
Wonder Woman	21	2	DC	
Wonder Woman	22	2	DC	
Wonder Woman	23	2	DC	
Wonder Woman	24	2	DC	
Wonder Woman	25	2	DC	
Wonder Woman	26	2	DC	
Wonder Woman	27	2	DC	
Wonder Woman	28	2	DC	
Wonder Woman	29	2	DC	
Wonder Woman	30	2	DC	
Wonder Woman	31	2	DC	
Wonder Woman	32	2	DC	
Wonder Woman	33	2	DC	
Wonder Woman	34	2	DC	
Wonder Woman	35	2	DC	
Wonder Woman	36	2	DC	
Wonder Woman	37	2	DC	
Wonder Woman	38	2	DC	
Wonder Woman	39	2	DC	
Wonder Woman	40	2	DC	
Wonder Woman Futures End	1	2	DC	Futures End
